area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,sha256,user_art_approval
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,ICON,NEW_ART,ui,monsters/001_m_brown_teddy_브라운테니/ICON/001_m_brown_teddy_s_mon_brown_teddy_ICON.png,0,1,256x256 RGBA,static,static,41ddd211f3f31f214d45362d6569086f1f35eb741a1a1a109bb2b03c0b1648c4,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,0d6a113ed2de7d858312b2e2e53b24a4129695b730c3f9fc33bcc5d63cb561b3,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F01.png,1,6,256x256 RGBA,0.10,preview-only non-loop,7b310a0c47430cd16bfd40d7a1eecb88bce28c6487b52f18d45a5dd6129c14fa,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F02.png,2,6,256x256 RGBA,0.10,preview-only non-loop,4e5f85f417d2647b618a8b8a4028ad8e1e9f7fd33ba44b1e2bdabd27e6ce1d19,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F03.png,3,6,256x256 RGBA,0.10,preview-only non-loop,7e018c11e5d3f8879be75891f065588cfa32ba1e10870096dc566159a2ee0c1c,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,a7f88060c6d170956810d12bc26478a9301f89fb55a7d95ee905747130f18a6e,PENDING
area_12,루디브리엄,001,m_brown_teddy,브라운테니,s_mon_brown_teddy,솜인형 완충,패시브,REFERENCE_VFX,NEW_ART,false,monsters/001_m_brown_teddy_브라운테니/REFERENCE/001_m_brown_teddy_s_mon_brown_teddy_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,043cf9157cba6b82b46a4dbdedebd12a50a379e223bc788cc55d0697a7f4b9ee,PENDING
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,ICON,NEW_ART,ui,monsters/002_m_toy_trojan_장난감_목마/ICON/002_m_toy_trojan_s_mon_toy_trojan_ICON.png,0,1,256x256 RGBA,static,static,9fb9bc83b18c3b6e516405d08902761bdd5d63b698519b270812b13c13692661,PENDING
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,467c9aa3f5f7043275590fcfc0827faf091d2f9191e2d980ff25c9e7f89cb95d,PENDING
area_12,루디브리엄,002,m_toy_trojan,장난감 목마,s_mon_toy_trojan,태엽 목마 돌진,액티브,CAST_VFX,NEW_ART,true,monsters/002_m_toy_trojan_장난감_목마/CAST/002_m_toy_trojan_s_mon_toy_trojan_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,e41e60f8373dce47c6634476c8a3e793f17ebf9d083d64d61068de9fd346449f,PENDING
