area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,sha256,user_art_approval
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,ICON,AREA00_APPROVED_REUSE,ui,monsters/001_m_slime_슬라임/ICON/001_m_slime_s_mon_slime_ICON.png,0,1,256x256 RGBA,static,static,c4deb5eb4a24ea52d0e79ee12d2d9d73156ccc70de448cf5c902f7cfe1470b90,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F00.png,0,8,256x256 RGBA,0.1,approved existing,8ea04631a8e2c5dda4644971dff0da46374f0516107a6c4078a22ed49eb84932,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F01.png,1,8,256x256 RGBA,0.1,approved existing,a77604fc3e50d5c9fdf674f58e6e1c57cb0cf8339b88450916e15c8b1833854c,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F02.png,2,8,256x256 RGBA,0.1,approved existing,ede62a4e5c2af755bf5a5bc759b33ab174bc95764b296a2c5bae4bcacd3e8fef,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F03.png,3,8,256x256 RGBA,0.1,approved existing,7cb6d63a2e7a22ff318eb2349445368849f079f6bfbdcc6b4d85faffe8c388a0,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F04.png,4,8,256x256 RGBA,0.1,approved existing,142c9cb3c8fa789b4879c1ada3acf47e3da5fd019874363eb394a9d6582f3b4b,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F05.png,5,8,256x256 RGBA,0.1,approved existing,21fb25a7fd72d26a6b3957326d232c4282d5c2018072a44907d0516d7bee63ca,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F06.png,6,8,256x256 RGBA,0.1,approved existing,d39b9691e36c96e2d79d8d1bff5d2168f4938a571b6f56b6a0ec6aa0bd225db3,PENDING
area_03,엘리니아,001,m_slime,슬라임,s_mon_slime,끈적한 몸통,액티브,CAST,AREA00_APPROVED_REUSE,true,monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F07.png,7,8,256x256 RGBA,0.1,approved existing,3ef9a4d717b38c5f0755081303dab9fee17828fd647429da314c8eccb905f348,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,ICON,NEW_ART,ui,ICON/002_m_dark_stump_s_mon_dark_stump_ICON.png,0,1,256x256 RGBA,static,static,bbb40ccb5e6a5d162cc261967999daa155f14d30bc6f4ab9ffe711658d15acd7,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F00.png,0,8,256x256 RGBA,0.10,non-loop one-shot,82103610ea85d52562101ff1fe9ea6540a33290a3e735559c092e82190c62765,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F01.png,1,8,256x256 RGBA,0.10,non-loop one-shot,fcf41c214b497f8a4f82bb398915c45df27488be887d1f403581381b68c86c94,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F02.png,2,8,256x256 RGBA,0.10,non-loop one-shot,69bbde2f5ae7f1c9c69bca421d05e8f93e0739f554a7f545c27658cf1e11f44f,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F03.png,3,8,256x256 RGBA,0.10,non-loop one-shot,8957148a837cf402e69dc212c1b470594602412cbd6bd9f104abaf6980d382fb,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F04.png,4,8,256x256 RGBA,0.10,non-loop one-shot,481372f600a30d68f9ba3c964608a3f1ff4369a4675bd970a4e40d60a944c083,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F05.png,5,8,256x256 RGBA,0.10,non-loop one-shot,278b58a28b0076a99add1876dc3db35b78cbc558c071e2a9f4eff0c11d058e98,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F06.png,6,8,256x256 RGBA,0.10,non-loop one-shot,babe9050d68164e2ab44611e1f5492dbd5a3506bfa7cc217955440b831a365fb,PENDING
area_03,엘리니아,002,m_dark_stump,다크 스텀프,s_mon_dark_stump,단단한 밑동,버프,CAST,NEW_ART,true,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F07.png,7,8,256x256 RGBA,0.10,non-loop one-shot,fc0ccc5fb28f6f8c188a88048bd795972122c432e6704c2da8c8d14df8dfda84,PENDING
area_03,엘리니아,003,m_bubbling,버블링,s_mon_bubbling,물방울 마력,패시브,ICON,NEW_ART,ui,ICON/003_m_bubbling_s_mon_bubbling_ICON.png,0,1,256x256 RGBA,static,static,2157f3bd56a919121d9baafce8c3fb49a7ec15c79164ec011101c4947825235e,PENDING
area_03,엘리니아,003,m_bubbling,버블링,s_mon_bubbling,물방울 마력,패시브,REFERENCE,NEW_ART,false,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,bc4d0b6f7faa6b5e50e3673a19b08cf2f7c051398947a30044e0e493bb3a0635,PENDING
