area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,sha256,user_art_approval
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,ICON,NEW_ART,ui,ICON/001_m_jr_yeti_s_mon_jr_yeti_ICON.png,0,1,256x256 RGBA,static,static,06f00b5a1f976549e497c5e7f1f3904436c60c6063192ed7f74d7d26cbdd0b78,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,aeadfe44cf932db044244e55655d5a061fe51d2e2da23167db909f454a8b60b5,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F01.png,1,6,256x256 RGBA,0.10,preview-only non-loop,079b59d2cc97970aeec4fa5ccff52c11caa4cd61513e88e81c37a41ec496eab6,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F02.png,2,6,256x256 RGBA,0.10,preview-only non-loop,c5b36fd284f83c7f057ecb6c0b3e5e416f5e6497c9389ac614ac276ee592a300,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F03.png,3,6,256x256 RGBA,0.10,preview-only non-loop,9a3698444af1fb4ac7798096f70a9e8c97bee4b8e72a64bb35033e55c0d68069,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,d7abd9f845a1c34cf1e3bb03efdc1b320505c59c1c8e34102a114eb906ce668d,PENDING
area_09,엘나스 산맥,001,m_jr_yeti,주니어 예티,s_mon_jr_yeti,설인의 체온,패시브,REFERENCE,NEW_ART,false,REFERENCE/001_m_jr_yeti_s_mon_jr_yeti_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,94769ddc77cff8aeb79a1adfda50c6c9448e11bec25971a0c57fe1b4fe2ae2ae,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,ICON,NEW_ART,ui,ICON/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_ICON.png,0,1,256x256 RGBA,static,static,dfa727c105f4df4f1f0698d16a77bcde5c5fcfed0c69ea26fda88cc85c2c86be,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,565ba9a0b307092d86daa80f769c94e451c680732fd93ab28c07dcec7332fac4,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F01.png,1,6,256x256 RGBA,0.10,preview-only non-loop,24736a91e612f940e3285b42053b2b665123c0b11c536321ffb290652f8cc1fa,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F02.png,2,6,256x256 RGBA,0.10,preview-only non-loop,b06c7531e47c90abe45a7596f5556df65da35a40ab5b4cfe650110cacc6d791f,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F03.png,3,6,256x256 RGBA,0.10,preview-only non-loop,55b2dde924475be7031fa453ea44791511bddcf49319ab164c7a9dbcaecac009,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,a42fde85b9abdee238a347e3028db2c59f6e09941703d4ceb95bc58cd3d09269,PENDING
area_09,엘나스 산맥,002,m_dark_jr_yeti,다크 주니어 예티,s_mon_dark_jr_yeti,검은 설원의 은폐,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_dark_jr_yeti_s_mon_dark_jr_yeti_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,ad609e2c9b007ecd698bf0068b2bcff3880199abb8fc462c1fec4d3049ebbdec,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,ICON,NEW_ART,ui,ICON/003_m_hector_s_mon_hector_ICON.png,0,1,256x256 RGBA,static,static,cc780d117e6b89a5ca1f53eff9708d706e48d130a32123435d0cf899462204d7,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,db68a4fff0b0e5e09ab88bd7ebff42c551181eee139104ac7420a40a55f563c1,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,a7af0aa993924e809162afa30aeb83cf194d14a606bd3c3645aac49867c34983,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,d1e32d50398fc2ed74e2b7561e327d917c126e21e5d7a329ffc1645d49e06080,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,04d51238ee11bd021c0db504d144543432c44d009e8d702f1f7c26e9c0a295c4,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,3f1837dc8408e4869285b467d63fb253a1132241e5fd9185a922a5f6ca98d23b,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F05.png,5,8,384x384 RGBA,0.10,non-loop one-shot,fa4d59538ee7ea4eb7b372d6320d6d439cbe8d292889d28e155ccd243f504d17,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F06.png,6,8,384x384 RGBA,0.10,non-loop one-shot,0260e49d045630d88701420f77999509d3242fa74644511be1cd146c9bcc55e8,PENDING
area_09,엘나스 산맥,003,m_hector,헥터,s_mon_hector,설원 늑대 발톱,액티브,CAST,NEW_ART,true,CAST/003_m_hector_s_mon_hector_CAST_F07.png,7,8,384x384 RGBA,0.10,non-loop one-shot,a44f2706b6c2acc1907a9066a971eefee2aca848656dfe26df1e430e33a2e6c3,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,ICON,NEW_ART,ui,ICON/004_m_white_fang_s_mon_white_fang_ICON.png,0,1,256x256 RGBA,static,static,99399b9fa16e056c203a9c0091dc56331122f147cf709a38dde4ae4516a5576e,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,CAST,NEW_ART,true,CAST/004_m_white_fang_s_mon_white_fang_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,dce8ec99fde592dad12ff2dc879da08b5878a5172e60d0447be33c7d64213aeb,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,CAST,NEW_ART,true,CAST/004_m_white_fang_s_mon_white_fang_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,826730f47a048ad82aad16ab357388a2e6069e05909682b0f02e79c55fae2ea6,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,CAST,NEW_ART,true,CAST/004_m_white_fang_s_mon_white_fang_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,9a8ba68820f51e456aba49ab6f2dc5922f042d64c614b992826e0d42148e637c,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,CAST,NEW_ART,true,CAST/004_m_white_fang_s_mon_white_fang_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,22a255cfe151b1f71d78d01dcbf392a759f858272446762f80d3dc30b48abb26,PENDING
area_09,엘나스 산맥,004,m_white_fang,화이트팽,s_mon_white_fang,화이트팽의 빙설 송곳니,액티브,CAST,NEW_ART,true,CAST/004_m_white_fang_s_mon_white_fang_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,e4e9a4ce8f0cebf30802f4926215b1f80e8cf3b55bd490610fb2b18d059afde4,PENDING
