monster_id,file,width,height,mode_original,alpha_min,alpha_max,transparent_fraction,partial_alpha_fraction,bbox_alpha16,sha256
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F00.png,384,384,RGBA,0,255,0.9048190646701388,0.09517415364583333,"[88, 252, 213, 312]",b7e74d47734d5b6bbcdbe3c68d99ed67b360eff4c6c73bcf4b141ba69b4d3525
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F01.png,384,384,RGBA,0,254,0.8759901258680556,0.12400987413194445,"[61, 250, 297, 312]",41302b32898fa0136beeba6c6959da7694f35bab7bf6c63a4f6b0f9a45e94b7b
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F02.png,384,384,RGBA,0,253,0.8424479166666666,0.15755208333333334,"[47, 246, 325, 317]",3e4aec6879b1765ebe8a38bdc3caf37b17cb412d113d5b3272e125f39ced6df8
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F03.png,384,384,RGBA,0,255,0.8228217230902778,0.1771511501736111,"[18, 245, 353, 316]",f9d41b208b4b5211ec7192e517b63e83b9584c97a27140e408efc1381954ba0b
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F04.png,384,384,RGBA,0,254,0.7964341905381944,0.20356580946180555,"[48, 182, 358, 301]",f74cc1f1679ee8075bb00b561de00036e26927f29630e28641ab8cb550dcf873
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F05.png,384,384,RGBA,0,254,0.7646348741319444,0.23536512586805555,"[32, 159, 373, 300]",e42797fa98dd5ebd9ece312428850a4d002758e900040402c20a9a3c67b7e006
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F06.png,384,384,RGBA,0,253,0.8509860568576388,0.1490139431423611,"[27, 235, 342, 297]",6fcb2783109b7be3a201ced278d107019a85b1b508ff10f9e8db2b8ef80d5f7f
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/VFX/001_m_snail_s_mon_snail_dew_trail_F07.png,384,384,RGBA,0,254,0.8819037543402778,0.11809624565972222,"[78, 241, 272, 296]",a10fa4be7113d815469390317d352bf33593777576ef66f81ebeae5055159c9a
m_snail,AREA_00_IMAGES_OUTPUT/monsters/001_m_snail_달팽이/ICON/001_m_snail_s_mon_snail_dew_trail_ICON.png,256,256,RGBA,0,255,0.8019256591796875,0.190216064453125,"[33, 78, 234, 183]",9e4c5c2bf3f0edd39e3de4855d0eb2c16a049d879a88fe104fb91e5eb76a5446
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F00.png,256,256,RGBA,0,253,0.8736724853515625,0.1263275146484375,"[34, 165, 212, 221]",d7b55014803cf9feed39d079ceb5deef7bf7f2780bfbbca351f8b3f6c00d8b7c
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F01.png,256,256,RGBA,0,252,0.8162994384765625,0.1837005615234375,"[37, 152, 218, 226]",cfac5775668a4cbc3538bc0bf5d3128c156420b4b10154719e7b40b2f3e954c8
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F02.png,256,256,RGBA,0,255,0.7014007568359375,0.298583984375,"[23, 109, 224, 227]",9c712f7984fa7cee2a34642bb6ea82d48e65ff40136722336230d5c108ed5cde
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F03.png,256,256,RGBA,0,253,0.653594970703125,0.346405029296875,"[37, 101, 228, 228]",9637aba5fa8311195959dfb12a284ce6ae384861e8b7e861b18c2a5fa9a6ff13
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F04.png,256,256,RGBA,0,255,0.5040130615234375,0.495941162109375,"[22, 45, 235, 206]",0bce8d96d2dbfc9ed65f5735bf440ff5467d1e6daddf44769af7c501530720b7
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F05.png,256,256,RGBA,0,253,0.6000213623046875,0.3999786376953125,"[29, 66, 240, 206]",7c711af880e09179d6e35cb0592244949ccf816ed2e0e843fb141e36b2f39d23
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F06.png,256,256,RGBA,0,255,0.722015380859375,0.2779693603515625,"[28, 90, 239, 206]",1a97d84716a4518c8af8262bb8cf503d43d9737ed0db3b262308d6a508bb0653
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/VFX/002_m_blue_snail_s_mon_blue_snail_F07.png,256,256,RGBA,0,253,0.825958251953125,0.174041748046875,"[41, 133, 216, 206]",d28d8ff99b111634ba2a755761085a260dda2100f83cf2e729812242dc98f7c1
m_blue_snail,AREA_00_IMAGES_OUTPUT/monsters/002_m_blue_snail_파란_달팽이/ICON/002_m_blue_snail_s_mon_blue_snail_ICON.png,256,256,RGBA,0,255,0.6863555908203125,0.307098388671875,"[42, 46, 226, 203]",defd113ea3c59d8b570f73a79533b4253b5e72f789347e13aaa6cdbfefe65d27
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F00.png,256,256,RGBA,0,255,0.9211273193359375,0.0788421630859375,"[84, 134, 154, 195]",27d9b0dfc570f3a155a70bee2322b7729c54450512d3aa5d153d415cc3348678
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F01.png,256,256,RGBA,0,253,0.8687896728515625,0.1312103271484375,"[58, 130, 176, 204]",fb2b3172532e8aa6200c13412604e057a86501413a7038c9c48531856c94c8df
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F02.png,256,256,RGBA,0,255,0.7989044189453125,0.201080322265625,"[33, 128, 256, 205]",4d4c2dfe1ab765db3989b27949660c46f62a5e7cea23b74a6c3fa106882387a3
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F03.png,256,256,RGBA,0,253,0.732269287109375,0.267730712890625,"[0, 121, 218, 209]",49b82856ad01e1a4da5f8ff71245488ce82f308f01e557afb0560cee7df0a287
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F04.png,256,256,RGBA,0,253,0.756011962890625,0.243988037109375,"[70, 79, 220, 200]",80630efa2f358a24d0e59981bbd309e1d8d9278fcc0fb536496cd0dab6e5fbe5
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F05.png,256,256,RGBA,0,254,0.54473876953125,0.45526123046875,"[34, 52, 231, 223]",05643afdd7f9a4441b531468226ac429846f071b759c3fd598337e2114b9f21e
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F06.png,256,256,RGBA,0,255,0.7839508056640625,0.21600341796875,"[33, 95, 205, 182]",9bcc23d5a1035abadc431c5be975644df9021cc9401768a779c30d90baa7dba4
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/VFX/003_m_red_snail_s_mon_red_snail_F07.png,256,256,RGBA,0,239,0.8428192138671875,0.1571807861328125,"[16, 107, 199, 175]",fe2aa3e8c66c51809d8d535588aba60a7073c0817efcabe3bb7fb9f01655999c
m_red_snail,AREA_00_IMAGES_OUTPUT/monsters/003_m_red_snail_빨간_달팽이/ICON/003_m_red_snail_s_mon_red_snail_ICON.png,256,256,RGBA,0,255,0.7743682861328125,0.216583251953125,"[32, 67, 227, 191]",2b8cf4e30211c7e7f8c00633b21c5b01fdf34d2be053503f52c884180e005154
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F00.png,512,512,RGBA,0,252,0.9194221496582031,0.08057785034179688,"[203, 376, 361, 464]",8f1f41071662fbb08875040e369acdb54d9227630a796c048daa64cf2e2d65b6
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F01.png,512,512,RGBA,0,252,0.8323898315429688,0.16761016845703125,"[118, 338, 388, 474]",abc137353b8f6b0e44b1e2274880759a4385753ff4235be2cef3f7ef54360869
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F02.png,512,512,RGBA,0,253,0.7399101257324219,0.2600898742675781,"[77, 305, 408, 493]",35982ce1814ac859f1cec3d397c08d1a4906a2c90809ba114cc4529f3e16acd9
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F03.png,512,512,RGBA,0,253,0.7132720947265625,0.2867279052734375,"[24, 313, 454, 500]",1702b89bff1cd33ac97c4c10442599315950c8d6a611b710416745c59b22402a
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F04.png,512,512,RGBA,0,253,0.6456184387207031,0.3543815612792969,"[62, 220, 493, 412]",f5ca5c4a81ded967c9d52990c072088f04f36614d6d5ee09e4c2f25a20a12795
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F05.png,512,512,RGBA,0,253,0.564697265625,0.435302734375,"[20, 212, 512, 416]",d79b60074ba5d1cfb15212ae71fe7e20a46bf7c4ad890d6a9adbe79f7f3e5b6e
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F06.png,512,512,RGBA,0,253,0.3254241943359375,0.6745758056640625,"[0, 111, 512, 456]",b082181995435a82578eb91d043600b29d5b5ac9935e4786fd636d8345e6d57e
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F07.png,512,512,RGBA,0,253,0.3880424499511719,0.6119575500488281,"[0, 155, 503, 454]",ba17ab18618796cfdebe0cee8abed448b98ece37dee7f8fec1c854b99121e90b
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F08.png,512,512,RGBA,0,251,0.5449295043945312,0.45507049560546875,"[21, 127, 490, 381]",097503c7e5fb8b13debcfe2e6dba312428ff0c2761e0c8fdc705be54c7185626
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F09.png,512,512,RGBA,0,251,0.6333999633789062,0.36660003662109375,"[34, 177, 490, 376]",175d7162ff00cca8888cf50e9cb2639e095ae3aaaa8bb7fb6b169b09faa2c019
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F10.png,512,512,RGBA,0,250,0.6908454895019531,0.3091545104980469,"[38, 200, 473, 375]",a86d25ac7e3756d004737b4cc483e065330dd19b8ba6384504ec5eb167ecffcb
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/VFX/004_m_mano_s_mon_mano_F11.png,512,512,RGBA,0,250,0.7914581298828125,0.2085418701171875,"[79, 229, 419, 358]",99be0616d1b324fb0f61ac78b494a68d3d8c4d8b1dc0e2fb5857421c3dd38516
m_mano,AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/ICON/004_m_mano_s_mon_mano_ICON.png,256,256,RGBA,0,255,0.63067626953125,0.35748291015625,"[28, 44, 236, 199]",376a834788509b198e36b78ce67fae4b14e2f543f7bd8832bb88e6a87f76c667
m_slime,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F00.png,256,256,RGBA,0,255,0.919677734375,0.080230712890625,"[92, 142, 176, 197]",8ea04631a8e2c5dda4644971dff0da46374f0516107a6c4078a22ed49eb84932
m_slime,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F01.png,256,256,RGBA,0,253,0.858306884765625,0.141693115234375,"[69, 116, 185, 205]",a77604fc3e50d5c9fdf674f58e6e1c57cb0cf8339b88450916e15c8b1833854c
m_slime,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F02.png,256,256,RGBA,0,255,0.79327392578125,0.206634521484375,"[31, 110, 204, 219]",ede62a4e5c2af755bf5a5bc759b33ab174bc95764b296a2c5bae4bcacd3e8fef
m_slime,AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F03.png,256,256,RGBA,0,255,0.6819915771484375,0.31781005859375,"[4, 101, 238, 221]",7cb6d63a2e7a22ff318eb2349445368849f079f6bfbdcc6b4d85faffe8c388a0
