area_id,monster_id,source_level_this_supplement,source_path,ruid,source_sha256,model_sha256,basis,new_query_this_supplement
area_01,m_snail,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\2db94405cf0445f5be2b60a02c21dda5.gif,2db94405cf0445f5be2b60a02c21dda5,c8cfd8e7659961405b523134a9b20cef7c30a92cc5133035e2ed5f2e4e714115,4ed596eff73250dd4e4d58e54fd08952fb5d429af05a341282b8b56fe9fb7525,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_01,m_blue_snail,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\0c69164656d24f64bd1a1f6ee4019dff.gif,0c69164656d24f64bd1a1f6ee4019dff,42bd5c86f727418330d46d4cc2c8514b357da88cfc046581425b4748dc2b5549,9794deea2a3ba4f9b10ae05bb15dd4cb91f79a27d24e9926fa2e9ad945ee0d5a,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_01,m_mushroom,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\a95cfed2c8fe4d2cb64cbb62db051f92.gif,a95cfed2c8fe4d2cb64cbb62db051f92,b636e918b34396bcb6a86027a2076b1a1287541ca2b68e2860a6c225796593b3,defe1ced02eaafa44ca5603ff259a3bbd1686ffe1402d3b1ecc80f0e27046643,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_01,m_mushmom,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\86015373d23b4b05bb8fcc6086354652.gif,86015373d23b4b05bb8fcc6086354652,c8fa21270a252a30eb40df0376e30f6fe67fe7ac6335b365781507ac9334be30,5780c4e5d9b233920b077acaec713d8d4be9e55a9cec4f432d04f4e5ff3c0272,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_01,m_horny_mushroom,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\574596d79f004965a293d2551343633f.gif,574596d79f004965a293d2551343633f,d3c9fd60688f12a70ff02681fc2a45b170d1adf3745f66fe541b4145d26cf152,36336ffd8b6a39889ff8e6dd4126f95d0e006130ee0488c028aa782afef4a2db,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_02,m_stone_golem,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\23761b84fca14bbfa671436791e4e0bb.gif,23761b84fca14bbfa671436791e4e0bb,7a0c50d3f534c3f9b7711d77326d580a85db331b0f8ee50ec20cc10f190932ba,c1b7e26adb881e22dae2ae4d086d8ea65b0167ba743c58eb5617a9cb6ba8e09a,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_02,m_axe_stump,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\9d4f9e8f572548f692438ffa817eb52d.gif,9d4f9e8f572548f692438ffa817eb52d,88106ccf44592247e8454cf527ea16fe9f1b4f6d850d0424e6e7c8b703bc67d6,1c5020e1f286924303616346c069a8739e2487d6ddad891d9c9a1f69304e23ff,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_02,m_dark_axe_stump,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\fd35894dd92c4e3b8885e59b0f4d3394.gif,fd35894dd92c4e3b8885e59b0f4d3394,a5d8950ca6e792205a3bc28fe851a6a2f1cd0c2880838e94598d830b1d3a2450,45bc1aa1e85627e944eb1565e0b5c421db783563980d0d91c160cbabd6b914a4,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_02,m_wild_boar,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\af64c62c1dcf427998c3c52f0a060fec.gif,af64c62c1dcf427998c3c52f0a060fec,91cda798c8af25dcf4ecce5f08bfd62c9f30aa1721df8fb693eb47e3dcd8b9d4,a75b750136f30e019f5054f4f2734fabef8ffeafd0ecbf4d7316ea7bf2a39d75,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
area_02,m_iron_hog,CACHED_SOURCE_CONFIRMED,D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\source_copies\eadfe08070d343a9afafe0fd6290f1c6.gif,eadfe08070d343a9afafe0fd6290f1c6,ec724ad06728fe326149e09ebf90498b62a0cdbbee9d86d5c1b51976d9f1806a,bb72f0e956a31f70c22918c96469a271667dbb350d5382ca9530693ccb1f43a3,SOURCE_CHECK.csv 조회 시각/RUID/API 증빙 재사용; 원본 사본 및 모델 해시 재확인,NO
