area_id,monster_id,skill_id,candidate_vs_approved,changed_fields,approved_name,input_name,name_match,maker_registered_source,input_area_id,project_area_ids,project_room_ids,area_match
area_01,m_snail,s_mon_snail_dew_trail,MATCH,,이슬 미끄럼길,이슬 미끄럼길,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_01,area_00|area_01,r_001|r_006|r_01,True
area_01,m_blue_snail,s_mon_blue_snail,MATCH,,푸른 껍질,푸른 껍질,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_01,area_00|area_01,r_002|r_02,True
area_01,m_mushroom,s_mon_mushroom,MATCH,,포자 살포,포자 살포,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_01,area_01,r_03,True
area_01,m_mushmom,s_mon_mushmom,MATCH,,머쉬맘의 포자 충격,머쉬맘의 포자 충격,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_01,area_01,r_05,True
area_01,m_horny_mushroom,s_mon_horny_mushroom,MATCH,,단단한 뿔,단단한 뿔,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_01,area_01,r_04,True
area_02,m_stone_golem,s_mon_stone,MATCH,,암석 피부,암석 피부,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_14,True
area_02,m_axe_stump,s_mon_axe_stump,MATCH,,도끼 휘두르기,도끼 휘두르기,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_11,True
area_02,m_dark_axe_stump,s_mon_dark_axe_stump,MATCH,,어둠의 뿌리,어둠의 뿌리,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_12,True
area_02,m_wild_boar,s_mon_wild_boar,MATCH,,저돌 맹진,저돌 맹진,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_13,True
area_02,m_iron_hog,s_mon_iron_hog,MATCH,,강철 발굽,강철 발굽,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_16,True
area_02,m_skeleton_commander,s_mon_skeleton_commander,MATCH,,뼈 무덤,뼈 무덤,True,UNRESOLVED normal RootDesk SkillTable absent; Mislocated candidate only,area_02,area_02,r_1a,True
