area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,playback_mode,sha256,user_art_approval
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,ICON,NEW_ART,ui,ICON/001_m_mateon_s_mon_mateon_ICON.png,0,1,256x256 RGBA,static,static,0749e36dac21a6b2e15ce9bfbeb26ea7195d2b97cc30070a7f0fdb79b696ee3d,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,0e41061a2c33ed94fad1b0a5a61e48050dec09f5ceb0cfc46541e187474874ad,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,104ff751305ee7db7d019ee6157ee07eeb4bb74d74f5fabb777a74af56d19e1e,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,f9643847e1928f3f1d7c911b432d860b84d0a01344d4bbdc02469bf60e80475b,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,60b52511ed86b631087dc1e2b3205978d1923de3971a88ef783431e3629bb537,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,2e1349f9ca69927b364c2f7428b0a1d6deb5e55b8f64aa297786a8006f1f3a30,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F05.png,5,8,384x384 RGBA,0.10,non-loop one-shot,1cbc16b468e009694af2e086c61734f59990a9343e2fc03cb8ef3d02249e77b1,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F06.png,6,8,384x384 RGBA,0.10,non-loop one-shot,6cf1efc0f858d7a3962cc804b14d4b691b62fa7c1442cc5c4e0b0b00638f317f,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,CAST,NEW_ART,true,CAST/001_m_mateon_s_mon_mateon_CAST_F07.png,7,8,384x384 RGBA,0.10,non-loop one-shot,5a288ce2c7bd478cba6280aa42b959b10375053b9fae8f5b2dbff82514b3f3d1,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F00.png,0,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,22c1ca6aa6d4eb551d9ef5b9d8cdd319e205de5365c42879242d1f7c1545873b,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F01.png,1,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,2103014cf20b32abcda2249d9449c961fe117cf1f742bb0f559504f4bb8d3d77,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F02.png,2,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,283da393b6b559982d7b1d5e5a3cb6fbe4d7ed4ff02e08a671c131438a7de3c8,PENDING
area_18,지구방위본부,001,m_mateon,마티안,s_mon_mateon,마티안 광선탄,액티브,PROJECTILE,NEW_ART,true,PROJECTILE/001_m_mateon_s_mon_mateon_PROJECTILE_F03.png,3,4,384x384 RGBA,0.08,non-loop complete playback within 0.35s entity lifetime,4bbae97398289ceec11a7c948c7ca086d7b977b134dd49c2ed667b09dc5db500,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,ICON,NEW_ART,ui,ICON/002_m_plateon_s_mon_plateon_ICON.png,0,1,256x256 RGBA,static,static,d3c3384e1a096451b41c30f027b237fdc752fe9ccf61a63a1e19114001746452,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,68efd27cae758d931e5862beea4341bc7f39531ff44223af6def435e6a434271,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F01.png,1,6,256x256 RGBA,0.10,preview-only non-loop,ddbd8c8a195f9e32ade0bfe69fb611667c949883e57b119ab32fd3234b30e096,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F02.png,2,6,256x256 RGBA,0.10,preview-only non-loop,7925148ed5e0709b8ba65f43658f13d6fbb10e727237e144c60b5d3c83368bc1,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F03.png,3,6,256x256 RGBA,0.10,preview-only non-loop,e2f7404cdd4f05b481efdecde6bfac73ea2e677c92e81cfc410e27c1d08583c6,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,abf01285d14fea03f51ed57a686eb1e70eec0f595a55ee2f8c33a172fd053a27,PENDING
area_18,지구방위본부,002,m_plateon,플라티안,s_mon_plateon,외계 장갑 조종,패시브,REFERENCE,NEW_ART,false,REFERENCE/002_m_plateon_s_mon_plateon_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,6e3cc91cd0037c0f93d21ef08525423c957c9b9a130c29580a6b5d293b25ca10,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,ICON,NEW_ART,ui,ICON/003_m_mecateon_s_mon_mecateon_ICON.png,0,1,256x256 RGBA,static,static,707a95f0186ed719b37bd9935d2fa8617d1fd97e8d18e899931358d3f09528a3,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F00.png,0,8,384x384 RGBA,0.10,non-loop one-shot,8de0a7ec458dc6d474b8a89b2db963eb9a5643a1453b64477e5c48567504c766,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F01.png,1,8,384x384 RGBA,0.10,non-loop one-shot,04b4ed93c8bcb35d59943e7c05188def709c8356b2aab6099c1e5e7375d4855a,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F02.png,2,8,384x384 RGBA,0.10,non-loop one-shot,a4848e1c472a0e123289034b17608f2391b12d9779ccf65d7149cf182b290a00,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F03.png,3,8,384x384 RGBA,0.10,non-loop one-shot,68966f8a1f999b8858ce51e0d96fe61578fb76a1eece41191475740266e0bf35,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F04.png,4,8,384x384 RGBA,0.10,non-loop one-shot,aefa7ce6b42ff417df6664de1b3f6ddfaf2d631e7d92dda5a581477c726c4541,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F05.png,5,8,384x384 RGBA,0.10,non-loop one-shot,4bc0f269f0f6608e4915ea607127e5c6ceabf8d7ab273aaa0c2cbed7db5e6555,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F06.png,6,8,384x384 RGBA,0.10,non-loop one-shot,5333222aa5bdbfc4784b44c0a0ce61bde841dbd81605764af1a5bf671e2b501d,PENDING
area_18,지구방위본부,003,m_mecateon,메카티안,s_mon_mecateon,기계화 레이저,액티브,CAST,NEW_ART,true,CAST/003_m_mecateon_s_mon_mecateon_CAST_F07.png,7,8,384x384 RGBA,0.10,non-loop one-shot,c56c8a261c1ef68f173eedbcc0bbc6125debefec4e259e04370ef770d8dec154,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,ICON,NEW_ART,ui,ICON/004_m_chief_gray_s_mon_chief_gray_ICON.png,0,1,256x256 RGBA,static,static,2ec0ba1007df027443b3341c732abd647b832a558f14e0f69de6251ffcceea36,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F00.png,0,6,256x256 RGBA,0.10,preview-only non-loop,e0b21f7d73739de7e0b08c5e480210ac4434eb8fc9eca164716c7dcb726742a0,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F01.png,1,6,256x256 RGBA,0.10,preview-only non-loop,4a48d4a86198c1ccf77dc7b24c09fddf0b6433bbcbc37f97249d46f3e04020ca,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F02.png,2,6,256x256 RGBA,0.10,preview-only non-loop,690636ce1c77bb023b915ba88c63eeda70bf5275e35a038be2effdac05fbf941,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F03.png,3,6,256x256 RGBA,0.10,preview-only non-loop,768dbd302bcab7855e7ff507ccbe4419b1fe99718333f1e83ce726136dee1115,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F04.png,4,6,256x256 RGBA,0.10,preview-only non-loop,42c5e94d3a28b99c56764cf3026013f039b68576d9346d2a3367ba8c40b5defe,PENDING
area_18,지구방위본부,004,m_chief_gray,원로 그레이,s_mon_chief_gray,원로의 정신연산,패시브,REFERENCE,NEW_ART,false,REFERENCE/004_m_chief_gray_s_mon_chief_gray_REFERENCE_F05.png,5,6,256x256 RGBA,0.10,preview-only non-loop,7d5a458285f30921205f1b78657971d953deadb0e67c09152384d68de36e945d,PENDING
